row,col
48,66
5,39
44,5
24,59
60,48
54,56
18,25
47,12
46,98
18,56
69,57
21,32
68,89
80,92
89,90
50,47
21,64
43,45
58,27
35,47
14,31
76,87
74,82
82,71
66,7
71,44
43,27
90,72
36,37
32,7
61,3
81,31
52,11
44,75
79,11
90,83
32,0
81,88
40,41
3,19
74,41
35,54
22,19
7,57
58,91
24,5
27,68
89,1
63,89
67,58
49,67
60,14
61,9
23,94
72,52
48,27
34,91
46,67
9,63
49,13
32,1
70,75
5,66
19,24
39,36
28,43
52,27
6,64
79,95
70,13
97,99
25,12
19,30
44,23
2,4
56,75
58,70
75,7
64,69
56,2
44,99
7,38
51,82
74,24
88,52
72,1
52,17
57,11
78,38
14,17
33,3
73,67
53,67
29,37
49,81
5,93
10,55
7,1
26,99
41,90
