row,col
1,66
27,87
40,55
93,12
94,45
46,80
27,73
41,32
50,84
1,30
5,37
8,44
51,7
25,14
80,25
57,56
88,88
91,82
21,87
73,19
60,29
37,59
37,63
53,98
70,43
13,83
1,71
26,57
34,82
1,27
9,90
47,67
35,29
51,37
87,40
73,48
2,21
78,8
0,37
43,70
81,0
29,8
18,69
52,51
23,55
39,17
80,69
97,99
1,98
75,71
41,27
68,32
19,24
68,41
9,91
48,54
18,34
33,16
40,50
79,60
48,59
29,67
42,94
32,70
61,59
2,29
74,11
26,15
50,88
24,78
97,14
28,31
50,51
42,10
99,98
96,2
5,47
0,47
79,93
90,20
17,7
56,32
59,69
39,91
28,61
66,5
50,8
82,29
83,5
35,63
87,30
20,67
75,69
75,39
19,14
33,13
36,43
11,5
99,10
28,26
