row,col
59,79
68,79
94,21
30,60
29,63
99,0
52,6
15,43
62,58
18,2
51,4
23,34
86,9
67,63
68,56
8,44
23,91
17,34
84,78
14,24
87,23
18,61
99,96
27,12
45,79
9,25
3,5
56,69
27,50
13,7
46,25
71,95
93,77
45,30
12,37
67,15
11,71
79,19
20,71
70,47
29,94
24,85
77,59
68,4
19,7
69,81
40,84
44,6
30,99
81,18
41,48
56,42
65,54
5,69
43,32
52,31
54,62
13,76
94,2
81,3
41,13
66,80
45,92
69,45
65,50
33,87
14,98
67,28
73,56
97,84
61,41
82,6
46,98
5,72
19,82
19,79
35,34
6,13
25,88
60,21
47,7
33,17
65,32
53,2
35,13
83,3
73,12
40,14
18,79
6,30
15,45
49,61
54,75
47,69
8,22
76,66
10,80
57,63
36,79
97,33
16,67
4,85
71,84
78,57
51,39
79,48
38,16
6,1
58,56
55,68
64,36
82,19
93,81
5,55
15,12
7,65
87,86
32,39
11,11
98,92
69,90
10,79
0,3
83,88
63,6
2,11
23,86
3,87
46,87
34,64
