row,col
63,1
57,62
74,19
81,30
24,14
36,42
76,31
71,76
86,11
1,36
50,0
77,2
87,71
15,89
73,17
90,29
70,56
51,3
66,34
63,88
47,71
9,65
32,21
98,52
62,76
37,27
69,86
32,89
73,50
86,10
1,51
96,10
56,98
82,70
93,90
40,77
24,7
7,46
73,6
35,1
94,76
44,25
40,2
9,69
65,39
92,55
37,75
45,63
53,40
74,70
61,17
37,15
21,8
79,69
82,91
75,85
45,70
14,78
35,83
10,93
22,39
41,11
1,0
99,15
0,64
21,56
52,2
41,79
22,54
5,55
90,7
80,16
37,62
9,48
86,79
19,96
93,30
30,68
1,16
45,47
30,66
58,45
21,5
46,47
82,94
42,77
52,50
50,46
2,18
21,26
87,89
13,8
63,79
62,84
12,39
57,92
80,38
7,72
40,74
17,59
97,87
61,68
64,65
22,44
18,21
32,82
45,98
45,49
44,17
34,38
49,6
83,73
86,22
89,63
54,70
83,20
40,31
23,98
49,91
99,72
32,99
25,99
72,28
86,12
4,44
46,32
33,83
0,76
65,20
5,63
85,99
21,17
18,79
74,30
21,27
20,49
93,87
57,87
91,19
4,34
