row,col
37,13
58,99
48,78
84,76
32,44
93,3
7,78
46,32
30,40
93,93
44,80
95,52
21,86
54,57
59,74
93,62
50,40
7,88
70,6
83,77
55,37
51,51
19,80
41,62
26,27
14,38
76,33
17,8
3,78
33,12
21,46
59,28
0,59
61,11
53,66
69,96
70,9
48,1
62,11
82,66
83,67
18,53
71,6
3,51
89,14
44,32
10,43
87,10
30,37
19,19
35,30
14,83
82,20
4,3
5,50
51,43
12,71
30,81
18,99
50,78
93,31
82,72
54,63
69,71
12,58
68,62
93,70
96,72
20,24
75,56
25,54
71,9
96,23
90,45
78,70
26,39
84,64
23,14
84,30
79,23
14,20
30,97
81,74
2,7
57,5
57,92
41,39
26,59
46,2
23,33
80,35
34,33
82,52
25,28
57,17
19,50
26,8
28,53
89,19
5,59
