row,col
89,39
97,82
33,75
15,83
57,49
43,62
70,38
61,15
55,34
10,21
80,80
88,93
76,99
79,3
99,43
89,97
0,52
2,11
34,47
75,0
21,38
36,99
43,87
30,38
47,80
27,79
48,6
10,6
77,23
11,36
99,47
80,23
57,45
61,33
33,5
44,24
53,74
18,71
10,62
99,47
81,56
57,54
28,20
69,16
96,19
46,69
93,1
88,72
12,1
55,28
48,55
47,66
78,21
71,51
99,63
99,33
2,99
57,48
63,37
11,57
55,0
12,96
42,49
84,84
51,83
98,18
7,97
1,99
32,12
49,49
24,48
99,99
70,93
99,19
14,69
92,79
75,15
85,93
41,16
37,80
48,10
25,82
47,77
82,15
54,20
23,79
47,99
33,89
9,7
32,30
