row,col
27,88
60,1
45,61
93,36
21,55
62,18
19,19
3,36
73,54
25,70
43,86
1,29
81,99
57,34
54,78
99,47
59,36
96,20
3,99
87,43
7,51
50,54
45,12
38,99
55,23
71,63
79,25
6,56
46,96
34,33
50,14
64,80
18,57
20,34
78,63
93,89
45,51
1,99
25,74
11,72
97,75
96,99
24,16
82,12
47,46
97,91
72,49
51,84
73,63
1,75
96,16
11,5
2,76
28,30
37,56
99,19
38,7
95,82
9,42
19,49
54,48
48,16
78,0
43,1
25,99
87,44
97,24
50,87
99,92
50,45
99,36
62,63
80,84
1,41
0,86
86,99
78,62
99,71
30,91
18,67
54,99
23,46
19,24
48,99
60,33
14,91
42,94
7,75
51,57
21,46
16,16
69,30
24,99
60,81
91,6
54,28
30,18
55,99
77,84
67,78
73,34
98,99
73,33
60,12
27,15
99,21
61,48
19,99
99,45
99,84
15,96
36,44
41,69
67,15
83,11
69,70
71,3
74,19
79,48
44,66
