row,col
84,37
47,80
37,64
38,74
21,81
99,96
74,99
75,47
82,5
71,19
96,10
55,59
10,47
44,62
99,19
32,97
32,42
81,24
83,84
86,46
69,33
56,32
61,37
89,99
99,77
7,99
45,92
34,27
14,37
86,56
64,99
86,99
0,19
96,67
48,73
25,14
54,99
7,76
63,99
88,16
41,39
21,51
7,77
55,84
63,45
99,52
57,82
7,45
65,18
47,83
46,41
45,28
16,9
12,99
99,18
6,77
42,23
37,42
82,57
72,97
5,76
45,61
37,77
51,27
53,92
19,16
79,48
34,7
47,43
33,21
97,50
80,72
86,12
18,27
81,57
34,99
5,29
68,80
25,76
2,85
