row,col
15,76
76,20
62,43
48,52
6,4
70,25
63,6
58,60
61,12
95,64
74,49
27,35
68,28
99,71
11,88
3,71
90,31
86,30
66,39
24,31
32,92
43,91
73,14
59,98
98,57
75,29
62,87
88,3
80,74
70,19
15,45
54,41
86,96
35,87
77,36
18,28
30,64
92,67
32,96
75,19
8,76
13,93
72,84
76,38
9,78
39,8
65,28
87,98
64,60
87,40
9,80
39,58
64,69
91,88
8,18
1,81
9,91
13,77
59,48
7,86
6,0
95,77
1,67
9,69
60,98
84,36
57,46
18,26
74,36
82,26
26,63
98,61
83,23
35,35
11,33
51,23
60,53
12,46
34,64
41,42
62,68
88,61
95,69
13,28
66,89
17,17
61,36
9,4
44,17
3,39
76,94
94,0
54,99
12,68
79,79
99,11
6,20
84,34
39,43
65,83
