row,col
36,3
99,66
82,62
64,76
10,72
83,60
94,55
77,24
21,99
28,0
72,37
38,46
28,76
48,1
65,55
84,15
81,45
32,62
93,34
73,94
45,73
48,99
80,47
84,49
99,71
99,74
39,33
46,76
37,61
21,20
29,7
18,6
50,66
44,25
47,55
69,85
74,12
95,39
99,39
97,91
82,20
32,67
46,69
20,49
96,24
69,44
28,74
47,99
18,95
70,15
25,76
46,92
88,49
39,45
67,7
39,63
5,23
51,18
91,93
99,95
50,69
18,65
48,86
0,3
99,46
84,7
30,53
70,24
76,3
98,0
38,32
86,41
53,99
65,11
99,34
93,47
3,76
45,76
60,70
99,53
