row,col
31,55
76,38
14,3
61,96
76,9
41,73
64,98
5,55
48,98
97,37
6,70
43,61
40,72
9,85
30,48
52,45
99,80
12,19
94,9
54,8
41,91
6,76
11,16
16,59
86,43
94,82
50,28
1,49
22,55
4,12
27,72
62,69
71,49
58,90
51,82
0,51
3,93
57,10
22,67
89,9
36,62
66,35
70,24
66,46
73,42
37,67
52,74
58,67
42,97
27,95
38,70
33,24
41,70
37,81
39,27
42,19
20,22
39,1
33,76
69,67
74,96
9,6
5,48
78,35
4,35
53,95
27,23
92,14
59,71
51,42
9,10
32,34
26,30
66,76
43,48
28,97
67,29
28,73
46,53
2,22
