row,col
69,70
96,24
98,36
80,83
32,51
10,74
22,70
21,71
33,42
21,90
57,68
46,0
8,10
19,84
31,37
33,95
45,14
25,5
36,84
24,19
43,64
73,10
0,15
12,84
93,98
88,49
45,8
92,32
33,11
29,21
71,56
78,94
80,34
56,50
96,82
21,55
14,73
71,28
74,59
5,68
56,82
22,62
5,43
70,91
55,45
30,33
35,66
31,46
1,70
13,95
38,48
99,15
78,4
63,79
92,94
9,14
13,64
59,8
42,29
53,26
91,99
27,67
56,8
58,68
69,42
16,56
58,38
48,25
31,41
36,14
36,86
82,61
42,61
65,78
85,48
72,9
36,74
91,2
29,14
64,46
