row,col
44,46
42,80
54,74
52,68
50,12
98,59
7,56
83,75
74,25
19,65
10,94
39,78
98,2
86,55
7,47
88,46
21,99
3,46
69,45
89,98
96,99
38,99
29,41
69,1
10,6
92,77
69,87
79,71
88,37
62,94
14,65
11,21
42,32
48,33
75,0
56,25
95,55
9,77
79,99
1,72
48,25
59,52
19,99
56,75
45,46
16,99
76,71
23,50
64,34
5,71
60,48
46,45
71,80
59,55
47,99
37,62
63,99
48,37
72,14
49,89
99,92
67,49
89,93
71,83
33,93
99,62
45,88
54,72
78,89
32,99
12,9
86,52
49,97
65,14
81,24
75,46
64,48
0,65
86,80
98,92
30,83
52,99
48,78
21,56
32,16
73,18
83,48
99,32
74,71
24,65
30,99
14,57
85,94
52,5
47,23
14,99
47,94
89,74
81,72
15,97
98,21
74,64
77,71
23,77
64,78
43,61
48,59
5,49
82,75
51,85
44,43
11,55
85,59
23,61
61,5
48,79
49,71
50,45
41,46
66,66
