row,col
57,65
86,16
67,29
22,16
82,51
88,11
14,52
0,86
64,73
51,92
50,81
49,95
38,85
90,55
67,14
50,86
92,96
15,79
98,13
29,24
27,25
82,28
40,86
48,64
25,91
47,77
51,21
77,61
73,45
35,92
83,44
43,66
25,46
60,63
23,19
14,76
70,64
80,21
27,12
49,42
57,3
13,3
70,89
21,56
40,26
86,55
43,78
42,0
31,34
37,35
15,81
92,38
90,31
51,75
40,10
44,47
54,45
15,46
88,37
75,56
8,53
90,3
21,4
57,59
8,10
26,20
67,8
20,77
75,65
3,35
50,34
76,86
92,62
96,76
67,17
12,78
86,43
65,40
61,77
55,85
70,28
60,50
54,75
15,17
96,53
86,41
15,32
52,87
79,92
71,91
87,1
31,57
97,90
24,71
13,55
49,55
96,71
67,16
78,94
97,44
82,17
6,74
74,19
30,92
47,56
76,11
80,58
24,21
93,89
13,64
5,79
25,35
18,29
75,16
51,16
48,94
5,2
63,80
59,73
0,53
