row,col
35,10
82,99
5,3
39,33
34,16
16,67
77,57
77,48
60,20
70,90
82,63
75,47
91,68
58,25
96,86
25,97
69,76
25,65
79,88
77,68
18,69
76,17
34,87
24,35
95,31
8,36
47,11
77,62
28,73
63,13
93,35
52,95
43,23
70,50
94,47
35,3
97,91
29,60
86,57
56,1
31,83
96,64
45,55
19,20
97,59
32,25
87,75
53,58
8,44
8,78
75,93
85,20
40,43
21,43
5,86
2,57
29,30
63,54
48,79
4,54
0,63
45,90
24,5
79,85
1,87
2,41
4,6
6,66
9,86
97,31
47,18
59,98
13,72
40,64
52,34
14,40
57,35
91,2
0,55
54,66
87,5
25,71
77,55
17,32
89,39
77,1
29,4
71,87
63,27
30,54
21,45
50,15
52,32
36,2
49,46
68,16
33,65
46,22
76,87
16,92
24,54
88,90
55,86
75,97
40,26
19,95
54,60
12,99
91,8
18,38
15,36
86,93
76,62
97,51
22,51
94,3
32,71
14,14
74,30
65,91
30,48
30,15
77,29
13,59
83,10
23,87
66,27
10,16
20,54
99,8
