row,col
70,48
75,67
97,97
11,87
46,43
70,54
93,85
79,24
61,64
57,30
68,18
33,55
10,45
63,32
49,10
36,67
20,88
60,43
51,14
23,39
57,18
59,68
98,88
9,16
12,96
72,99
60,77
6,51
18,18
99,43
71,46
86,51
99,20
46,30
32,80
57,70
69,91
41,62
12,49
38,14
83,14
53,2
95,19
44,55
29,99
91,0
50,39
9,83
48,99
34,46
57,42
99,59
36,77
86,99
56,39
69,54
9,99
68,92
49,57
82,99
76,66
62,91
95,10
63,96
64,3
47,83
56,21
68,9
15,11
69,18
63,46
47,93
72,64
99,12
82,78
98,72
57,24
49,83
79,36
11,38
68,44
92,27
47,88
57,56
95,86
36,36
39,47
62,97
54,74
7,87
99,99
78,79
67,66
10,25
6,36
67,0
59,89
12,59
86,18
82,86
79,47
68,12
62,92
99,91
42,1
69,25
47,27
36,57
65,85
9,23
19,93
2,64
28,69
3,71
82,91
23,73
45,98
15,97
97,34
45,91
99,29
94,94
67,76
84,38
39,43
12,53
94,74
69,98
99,99
99,11
