row,col
85,67
94,93
99,77
11,86
45,87
78,71
15,41
68,10
25,81
99,94
59,30
10,71
18,63
82,73
32,96
10,39
65,9
63,9
18,69
69,32
33,64
76,45
37,2
46,15
28,71
63,97
64,11
25,27
71,66
25,39
11,55
80,38
57,88
6,39
6,96
21,48
51,78
99,99
74,62
25,85
99,15
79,49
96,99
99,32
33,7
21,52
15,42
41,96
86,46
73,89
73,44
0,36
77,45
33,68
48,99
3,67
3,45
83,67
76,49
2,12
45,51
14,21
86,99
18,24
69,18
63,66
11,89
95,30
62,68
99,0
39,21
94,66
92,61
46,55
75,37
39,30
14,99
15,15
67,48
9,99
46,79
45,99
55,99
77,65
81,67
91,50
48,32
84,42
71,47
97,47
