row,col
16,45
19,99
77,99
7,53
95,29
34,14
53,74
88,30
99,76
79,57
98,42
60,68
75,9
5,30
99,64
97,66
67,82
46,78
1,59
75,78
61,76
46,85
23,77
49,46
56,84
83,0
19,12
74,43
63,37
27,66
6,98
99,96
95,94
48,78
82,63
46,69
32,99
79,6
38,67
9,98
52,6
48,41
55,43
10,7
63,99
69,61
46,73
29,70
25,27
70,11
28,87
11,75
6,66
48,44
72,56
25,23
12,94
82,91
44,25
44,63
57,49
64,50
39,46
72,79
24,77
49,34
76,37
53,64
98,53
47,12
44,73
30,19
55,5
78,89
61,9
33,45
18,83
45,97
63,97
73,45
99,93
20,14
29,73
2,46
89,38
95,99
62,77
89,99
99,99
23,66
