row,col
46,13
93,82
20,68
7,81
51,17
48,30
65,18
94,69
68,97
30,54
0,29
24,68
7,62
58,64
26,25
2,84
55,95
5,4
89,56
66,88
52,4
82,80
19,45
52,0
82,18
96,42
96,98
87,75
5,50
10,61
85,66
69,78
76,7
76,45
25,34
59,14
25,87
58,41
64,1
61,24
2,60
46,68
76,51
27,96
12,73
15,92
19,81
39,54
90,69
44,87
94,51
79,23
81,34
60,47
97,92
28,53
66,40
47,37
52,17
68,25
64,84
6,37
58,11
35,74
34,42
25,75
49,59
18,32
24,90
15,98
91,44
70,66
78,63
82,25
49,69
7,4
25,31
81,28
81,49
0,5
