row,col
48,88
63,72
77,14
41,99
7,38
99,72
48,75
45,99
62,6
19,23
48,21
49,3
80,59
96,44
27,62
32,12
99,59
60,41
96,80
53,86
99,46
46,54
45,25
97,63
42,23
73,99
99,99
25,36
41,14
5,84
96,49
60,95
79,19
14,36
59,10
69,52
32,98
21,34
71,99
1,49
99,30
74,23
20,88
69,2
96,0
99,15
53,60
60,75
74,97
7,75
69,25
44,91
74,34
91,33
1,64
1,41
16,99
37,60
15,28
80,84
46,70
53,39
43,92
36,54
53,3
25,46
38,99
47,47
18,95
45,37
99,99
65,0
37,89
92,97
46,99
99,79
70,56
19,99
44,41
19,36
89,99
42,29
99,21
96,55
93,60
55,85
43,46
91,99
33,47
32,2
76,96
43,39
42,12
16,71
24,9
46,93
62,99
32,78
56,99
94,33
10,86
45,65
45,21
99,80
49,21
64,45
91,38
76,11
72,94
46,1
