row,col
84,89
52,10
60,10
28,89
2,64
23,99
25,93
0,38
71,27
53,33
2,53
56,29
27,60
67,68
61,98
46,34
83,63
72,54
84,99
15,2
72,28
56,50
46,55
9,6
32,14
83,29
71,56
32,93
70,86
2,2
95,46
68,21
79,87
55,1
81,92
98,78
51,41
44,66
89,42
39,94
18,41
92,66
45,99
77,14
2,16
80,84
0,33
65,93
27,62
45,99
48,45
73,59
88,41
72,99
9,48
44,64
44,5
19,77
20,77
2,87
69,43
33,45
98,48
11,61
32,24
30,51
1,78
73,86
49,9
23,64
99,51
52,78
99,72
89,88
46,82
0,60
63,99
39,42
32,97
47,39
94,46
37,27
47,48
96,79
10,18
72,48
83,10
97,92
96,72
67,43
76,39
84,12
99,99
83,56
7,77
44,34
28,99
29,2
52,91
44,74
51,39
96,73
79,36
65,45
38,14
25,81
10,32
32,18
29,82
9,39
62,94
46,48
74,88
80,50
94,57
5,39
66,28
56,84
80,25
99,34
99,7
96,24
56,89
38,51
99,60
88,6
53,99
86,48
99,99
99,38
15,25
23,59
84,82
99,12
21,88
28,80
82,80
3,42
5,6
89,61
