row,col
99,53
63,75
20,47
20,80
16,21
41,20
73,81
99,82
39,21
59,84
96,99
64,1
43,65
71,83
87,60
75,53
99,47
93,60
12,45
62,70
29,48
32,99
48,75
68,45
96,98
53,59
56,56
21,33
97,25
1,74
24,15
48,30
46,43
46,87
82,59
98,94
19,16
69,9
21,57
83,30
38,91
39,57
72,49
65,67
86,62
68,72
67,50
99,68
76,67
56,92
98,70
45,99
95,55
53,79
78,87
25,19
99,29
10,88
96,1
96,55
25,68
99,91
57,70
48,99
1,72
32,30
97,88
47,43
99,98
73,28
51,99
48,45
30,23
2,99
79,32
30,47
56,38
38,51
67,71
84,16
77,99
63,99
80,73
38,1
77,96
75,32
37,91
39,70
39,78
48,19
10,83
85,68
15,21
99,65
41,12
64,63
77,38
29,20
49,91
99,74
95,10
45,70
19,50
12,85
77,79
44,16
99,25
28,81
47,70
25,54
